company_id,company_name,broad_sector,composite_quality_score,return_on_equity_pct,return_on_capital_employed_pct,net_profit_margin_pct,free_cash_flow_cr,cash_from_operations_cr,cfo_to_pat,revenue_cagr_5y_pct,pat_cagr_5y_pct,eps_cagr_5y_pct,debt_to_equity,interest_coverage,pe_ratio,pb_ratio,dividend_yield_pct,dividend_payout_ratio_pct,market_cap_crore,revenue
BHARTIARTL,Bharti Airtel Ltd,Communication Services,9.219210095816779,0.0,,5.706018055499992,0,0,,-100.0,38.35662769365473,67.02776523348103,2.589508369882202,3.456905687036383,,,,62,,
HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,6.81130876747141,0.0,,1.551013972921306,0,0,,-100.0,-100.0,3.131030647754507,0.06088182517303256,192.287619047619,,,,27,,
ADANIGREEN,Adani Green Energy Ltd,Energy,6.121428571428571,0.0,,13.66594360086768,0,0,,-100.0,,,6.375756429652043,1.461845785057931,,,,0,,
ADANIENSOL,Adani Energy Solutions Ltd,Energy,5.048494983277592,0.0,,7.201782380923707,0,0,,-100.0,-100.0,14.86983549970351,1.858899213724089,2.063968196602819,,,,0,,
ABB,Abbott India Ltd,Industrials,5.027477102414655,0.0,,20.53342451701145,0,0,,-100.0,-100.0,8.485606320461002,0.01704061346208463,121.0833333333333,,,,73,,
VEDL,,,4.729274439580847,20.11043533930858,,5.245360996889937,21978,35654,,11.22203243895503,-4.911868676433484,-10.35463974586514,2.128894579598805,3.730797675647121,,,,259,,
JSWENERGY,JSW Energy Ltd,Energy,3.613913043478261,0.0,,15.01828312728539,0,0,,-100.0,-100.0,20.11244339814313,1.10303528654678,2.621529469069654,,,,19,,
ICICIBANK,ICICI Bank Ltd,Financials,3.413207178663657,17.99027109750765,,28.8880112339828,12547,157284,,17.25086850260209,51.94877118224903,55.18455739153598,6.445624336310825,1.301063746373592,,,,16,,
HINDALCO,Hindalco Industries Ltd,Materials,2.368882323978336,0.0,,4.702216130615571,0,0,,-100.0,-100.0,13.39665776330272,0.5292682503299299,126.4581961816985,,,,8,,
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,2.135221806520577,0.0,,7.263066074788552,0,0,,-100.0,-21.61587323833696,-25.74131244826602,1.054293404049,5.962147005808133,,,,7,,
RELIANCE,"Reliance Industries Ltd
",Energy,2.00946595798532,0.0,,8.789365557299389,0,0,,-100.0,-100.0,11.95266483252204,0.4362971396773213,7.02906825849987,,,,10,,
TORNTPHARM,Torrent Pharmaceuticals Ltd,Healthcare,1.972222222222222,0.0,,15.43624161073826,0,0,,-100.0,-100.0,30.39187954400137,0.4168443496801706,9.514124293785311,,,,57,,
NTPC,NTPC Ltd,Energy,1.911916369773111,0.0,,11.95063332978527,0,0,,-100.0,-100.0,8.447177119769853,1.438201245602358,4.183074546784814,,,,36,,
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,1.853158933859822,0.0,,30.33956048070084,0,0,,-100.0,-100.0,10.56334059081472,0.8829753742829158,5.703988291255032,,,,16,,
LODHA,Macrotech Developers Ltd,Real Estate,1.616473616473616,0.0,,15.06397828615743,0,0,,-100.0,-100.0,-5.293423548032762,0.4393972723273207,5.529045643153527,,,,14,,
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,1.594238683127572,0.0,,7.990266999868472,0,0,,-100.0,-100.0,14.86983549970351,0.1544532720050177,26.25287356321839,,,,64,,
PIDILITIND,Pidilite Industries Ltd,Materials,1.559244419004007,0.0,,14.10805136073649,0,0,,-100.0,-100.0,13.56415724960776,0.04348823866896157,53.09803921568628,,,,47,,
UNIONBANK,,,1.444516923968979,14.13656017541343,,13.74531760580219,18536,19930,,23.94576936693831,55.82916757413889,0.0,12.82370540379926,0.07243860867369484,,,,20,,
HCLTECH,HCL Technologies Ltd,Information Technology,1.428898790579249,0.0,,14.29312274253273,0,0,,-100.0,-100.0,9.407036350794119,0.08407985480943739,43.75768535262206,,,,90,,
HEROMOTOCO,"Hero MotoCorp Ltd
",Consumer Discretionary,1.31560662747194,0.0,,9.902352536452408,0,0,,-100.0,-100.0,1.686343719746475,0.03092946189048445,47.24818577648767,,,,75,,
GAIL,GAIL (India) Ltd,Energy,1.270928001615672,0.0,,7.433122166511544,0,0,,-100.0,-100.0,8.447177119769853,0.2342469185886957,19.90820584144645,,,,37,,
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,1.262747138397503,0.0,,19.81565870053818,0,0,,-100.0,-100.0,29.45936165164078,0.03721334008536497,54.69747899159664,,,,34,,
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,1.254299114121939,0.0,,9.366915605017816,0,0,,-100.0,-100.0,11.1392224868865,0.0,159.9107142857143,,,,28,,
IRFC,Indian Railway Finance Corporation Ltd,Financials,1.234248284466625,0.0,,24.0645524488647,0,0,,-100.0,-100.0,20.11244339814313,7.832721266880403,1.318989105019651,,,,31,,
AMBUJACEM,Ambuja Cements Ltd,Materials,1.191642043056142,0.0,,14.28829915560917,0,0,,-100.0,-100.0,7.78180677127258,0.0154637128791488,23.18840579710145,,,,12,,
NAUKRI,Info Edge (India) Ltd,Communication Services,1.179831932773109,0.0,,23.46214511041009,0,0,,-100.0,0.1011465318701221,-2.129609917599939,0.006126160620273763,20.31428571428571,,,,49,,
HAL,Hindustan Aeronautics Ltd,Industrials,1.083080974325214,0.0,,24.99917711727725,0,0,,-100.0,-100.0,26.63896760913802,0.5990338164251208,226.7209302325581,,,,31,,
NESTLEIND,Nestle India Ltd,Consumer Staples,1.061530638189677,0.0,,16.12281708616873,0,0,,-100.0,-100.0,15.43852585822143,0.09273182957393483,40.08965517241379,,,,79,,
JINDALSTEL,Jindal Steel & Power Ltd,Materials,1.010937237085647,0.0,,11.80243873376495,0,0,,-100.0,,,0.3647155742379755,7.884080370942812,,,,3,,
CIPLA,"Cipla Ltd
",Healthcare,0.9951853635050554,0.0,,16.11701714906495,0,0,,-100.0,-100.0,21.83254460856598,0.01625356979162994,35.29528985507246,,,,25,,
CANBK,Canara Bank,Financials,0.976949548730602,16.71605179468811,,13.93516047014541,13296,15046,,18.17561078322378,85.77528500681741,53.4206382524911,14.86741992554243,1.610905536549605,,,,19,,
DLF,DLF Ltd,Real Estate,0.9320851688693098,0.0,,42.38369379181578,0,0,,-100.0,15.69706651383664,12.88813207301975,0.1066447908121411,5.966292134831461,,,,45,,
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,0.9307673081729568,0.0,,24.19569424286405,0,0,,-100.0,-100.0,12.50545162905032,0.02128668528373465,84.88235294117645,,,,35,,
TRENT,Trent Ltd,Consumer Discretionary,0.913337846987136,0.0,,11.93535353535353,0,0,,-100.0,-100.0,69.52182030724354,0.3935897435897436,5.355978260869565,,,,8,,
ITC,"ITC Ltd
",Consumer Staples,0.8278637174112091,0.0,,29.28202523071713,0,0,,-100.0,-100.0,9.856054330611784,0.004039008317168443,327.9125,,,,84,,
ZYDUSLIFE,,,0.8124842688144979,18.20389461626575,,20.32536962193687,1736,3228,,6.520884893219294,26.96920947397994,28.13807114396103,0.00870561282932417,66.46913580246914,,,,8,,
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,0.7938793879387939,0.0,,26.01873536299766,0,0,,-100.0,-100.0,28.47351571234393,0.01192165767811524,77.15789473684211,,,,47,,
ADANIPOWER,Adani Power Ltd,Energy,0.6803015027125642,0.0,,41.36759945184802,0,0,,-100.0,18.17630978435876,8.447177119769853,0.6738570969010258,5.380165289256198,,,,0,,
BOSCHLTD,Bosch Ltd,Consumer Discretionary,0.5032128514056224,0.0,,14.88611227356968,0,0,,-100.0,-100.0,9.261870727688628,0.002433663055424713,41.07843137254903,,,,44,,
HDFCBANK,HDFC Bank Ltd,Financials,0.2913699844146319,14.33974005030719,,23.07288232992184,35669,19069,,21.95098428169122,23.86506357287908,15.42478808253083,6.808786667718384,1.400897495697489,,,,23,,
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financials,0.2635437881873727,0.0,,432.7262044653348,0,0,,-100.0,-100.0,18.96864732798973,0.0007856510037945271,781.0,,,,20,,
ATGL,Adani Total Gas Ltd,Energy,0.0,0.0,,14.92737430167598,0,0,,-100.0,-100.0,24.57309396155174,0.3725389925850166,9.945945945945946,,,,4,,
TVSMOTOR,TVS Motor Company Ltd,Consumer Discretionary,-0.7043282743114109,0.0,,4.544641716694342,0,0,,-100.0,-100.0,19.13578981670916,1.88389175257732,2.852697095435685,,,,23,,
PFC,Power Finance Corporation Ltd,Financials,-3.696761271304939,0.0,,28.91659745596014,0,0,,-100.0,-100.0,14.86983549970351,8.273331152427168,0.5792243193816639,,,,23,,
SHRIRAMFIN,"Shriram Finance Ltd
",Financials,-4.203405865657522,0.0,,20.33362647026492,0,0,,-100.0,-100.0,14.28965514115608,3.966636127653077,0.6750705671028997,,,,23,,
BAJAJFINSV,Bajaj Finserv Ltd,Financials,-4.403590894517474,0.0,,14.12820930948887,0,0,,-100.0,-100.0,20.58909506066125,4.664105378704719,2.197345085182996,,,,2,,
BAJFINANCE,Bajaj Finance Ltd,Financials,-5.034945678499757,0.0,,26.28792839991269,0,0,,-100.0,-100.0,27.5561392815338,3.735101321382901,2683.166666666667,,,,15,,
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,-8.595769682726205,0.0,,0.942341125272681,0,0,,-100.0,-100.0,-5.591248870509801,0.0,31.02222222222223,,,,10,,
