company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5y_pct,pat_cagr_5y_pct,eps_cagr_5yr,composite_quality_score,broad_sector_x,company_name,broad_sector_y,sub_sector,fiscal_year,previous_debt_to_equity,de_ratio_declining,revenue_cagr_3y_pct,peer_group_name,is_benchmark,score_roe,score_roce,score_margin,score_revenue_growth,score_profit_growth,score_debt,score_fcf,score_fcf_yield,score_pe,score_pb,composite_score,debt_free_flag,fcf_positive_flag,peer_score_roe,peer_score_margin,peer_score_revenue_growth,peer_score_profit_growth,peer_score_debt,peer_score_fcf,peer_composite_score,peer_group_size
AGTL,Mar 2024,,,,0.0,,,203.0,,,,,0.0,955.0,,,,,,,,,2024,0.0,False,,,,,50,,,,96.03960396039604,88.11881188118812,50,50,50,58.415841584158414,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
PNB,Mar 2024,8.395910695456838,0.0,61.3205651911873,3.684256345007701,0.20658359354480987,1.5070262950629396,-29445.0,1.3808279466373263,8.0,110.0,18.0,55017.0,-27939.0,4.661780061622922,22.21053408786382,21.672868378641148,-3.0511084416293546,Financials,Punjab National Bank,Financials,Public Sector Banks,2024,3.684256345007701,False,10.003199043012213,Public Sector Banks,False,100.0,50,17.647058823529413,84.84848484848484,90.58823529411765,15.841584158415845,0.9900990099009901,50,50,50,57.263382220575,False,False,100.0,25.0,25.0,25.0,50.0,25.0,43.333333333333336,4.0
JIOFIN,Sep 2024,,,0.0,0.0,,0.0,0.0,,,216.0,,0.0,0.0,,,,,Financials,Jio Financial Services Ltd,Financials,Diversified Financials,2024,0.0,False,,,,42.857142857142854,50,,,,96.03960396039604,46.53465346534654,50,50,50,53.18599717114569,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
NAUKRI,Sep 2024,,,0.0,0.006126160620273763,,0.0,0.0,,,3225.0,,256.0,0.0,-100.0,,,,Communication Services,Info Edge (India) Ltd,Communication Services,Internet & Platforms,2024,0.008129006675038002,True,31.002640631164248,,,42.857142857142854,50,,41.91919191919192,,86.13861386138613,46.53465346534654,50,50,50,50.98377694912348,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
SBILIFE,Sep 2024,,,0.0,0.0,,0.0,0.0,,,162.0,,0.0,0.0,-100.0,-100.0,,,Financials,SBI Life Insurance Company Ltd,Financials,Life Insurance,2024,0.0,False,17.235877577119997,Life Insurance,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,96.03960396039604,46.53465346534654,50,50,50,50.826817135495055,False,True,100.0,50.0,100.0,100.0,50.0,100.0,86.66666666666667,4.0
ICICIPRULI,Sep 2024,,,0.0,0.0,,0.0,0.0,,,80.0,,0.0,0.0,-100.0,-100.0,,,Financials,ICICI Prudential Life Insurance Company Ltd,Financials,Life Insurance,2024,0.10904134484325306,True,2.777335010929405,Life Insurance,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,96.03960396039604,46.53465346534654,50,50,50,50.826817135495055,False,True,100.0,50.0,100.0,100.0,50.0,100.0,86.66666666666667,4.0
ICICIGI,Sep 2024,,,0.0,0.0,,0.0,0.0,,,275.0,,0.0,0.0,-100.0,-100.0,,,Financials,ICICI Lombard General Insurance Company Ltd,Financials,General Insurance,2024,0.0028676771814829987,True,18.98796206427069,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,96.03960396039604,46.53465346534654,50,50,50,50.826817135495055,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
LICI,Sep 2024,,,0.0,0.00010242018906766902,,0.0,0.0,,,154.0,,10.0,0.0,-100.0,-100.0,,,Financials,Life Insurance Corporation of India,Financials,Life Insurance,2024,0.0,False,6.981735429882496,Life Insurance,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,92.07920792079209,46.53465346534654,50,50,50,50.43077753153466,False,True,100.0,50.0,100.0,100.0,25.0,100.0,83.33333333333333,4.0
DIVISLAB,Sep 2024,,,0.0,0.0005832179047896769,,0.0,0.0,,,517.0,,8.0,0.0,-100.0,-100.0,,,Healthcare,Divis Laboratories Ltd,Healthcare,Pharmaceuticals,2024,0.00022105961240881288,False,4.025743333608478,Pharmaceuticals,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,91.0891089108911,46.53465346534654,50,50,50,50.33176763054456,False,True,100.0,50.0,100.0,100.0,80.0,100.0,90.66666666666667,5.0
INDIGO,Sep 2024,,,0.0,0.02098635886673662,,0.0,0.0,,,97.0,,20.0,0.0,-100.0,,,,Consumer Discretionary,Interglobe Aviation Ltd,Consumer Discretionary,Airlines,2024,0.018579234972677598,False,67.58091776468258,,,42.857142857142854,50,,41.91919191919192,,79.20792079207921,46.53465346534654,50,50,50,50.290707642192785,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
BAJAJHLDNG,Sep 2024,,,0.0,0.0007856510037945271,,0.0,0.0,,,5375.0,,47.0,0.0,-100.0,-100.0,,,Financials,Bajaj Holdings & Investment Ltd,Financials,Holding Companies,2024,0.0011613545449517945,True,55.00574158769729,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,90.0990099009901,46.53465346534654,50,50,50,50.232757729554464,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
MARUTI,Sep 2024,,,0.0,0.0017727711330027152,,0.0,0.0,,,2835.0,,158.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Maruti Suzuki India Ltd,Consumer Discretionary,Automobiles,2024,0.001389602503619973,False,26.323644326166008,Automobiles,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,89.10891089108911,46.53465346534654,50,50,50,50.13374782856436,False,True,100.0,50.0,100.0,100.0,85.71428571428572,100.0,91.42857142857143,7.0
BOSCHLTD,Sep 2024,,,0.0,0.002433663055424713,,0.0,0.0,,,4319.0,,31.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Bosch Ltd,Consumer Discretionary,Auto Ancillaries,2024,0.003232758620689655,True,19.843289373663996,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,88.11881188118812,46.53465346534654,50,50,50,50.03473792757426,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
ITC,Sep 2024,,,0.0,0.004039008317168443,,0.0,0.0,,,60.0,,304.0,0.0,-100.0,-100.0,,,Consumer Staples,"ITC Ltd
",Consumer Staples,Diversified FMCG,2024,0.004066731984914169,True,12.890307004910628,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,87.12871287128714,46.53465346534654,50,50,50,49.935728026584165,False,True,100.0,50.0,100.0,100.0,85.71428571428572,100.0,91.42857142857143,7.0
IRCTC,Sep 2024,,,0.0,0.011921657678115243,,0.0,0.0,,,44.0,,42.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,Travel & Tourism,2024,0.018575851393188854,True,76.46921430165466,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,84.15841584158416,46.53465346534654,50,50,50,49.638698323613866,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
AMBUJACEM,Sep 2024,,,0.0,0.015463712879148803,,0.0,0.0,,,205.0,,779.0,0.0,-100.0,-100.0,,,Materials,Ambuja Cements Ltd,Materials,Cement,2024,0.016861250482439208,True,10.591471422496257,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,83.16831683168317,46.53465346534654,50,50,50,49.53968842262377,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
CIPLA,Sep 2024,,,0.0,0.01625356979162994,,0.0,0.0,,,351.0,,461.0,0.0,-100.0,-100.0,,,Healthcare,"Cipla Ltd
",Healthcare,Pharmaceuticals,2024,0.02093162585186849,True,10.389755935227928,Pharmaceuticals,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,82.17821782178218,46.53465346534654,50,50,50,49.44067852163367,False,True,100.0,50.0,100.0,100.0,60.0,100.0,88.0,5.0
ABB,Sep 2024,,,0.0,0.017040613462084634,,0.0,0.0,,,1657.0,,60.0,0.0,-100.0,-100.0,,,Industrials,Abbott India Ltd,Industrials,Capital Goods,2024,0.022438496891051637,True,10.713721789385655,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,81.1881188118812,46.53465346534654,50,50,50,49.341668620643574,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
EICHERMOT,Sep 2024,,,0.0,0.021286685283734653,,0.0,0.0,,,693.0,,404.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Eicher Motors Ltd,Consumer Discretionary,Two Wheelers,2024,0.023219728456636186,True,23.776441520116,Automobiles,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,78.21782178217822,46.53465346534654,50,50,50,49.044638917673275,False,True,100.0,50.0,100.0,100.0,71.42857142857143,100.0,89.52380952380952,7.0
HEROMOTOCO,Sep 2024,,,0.0,0.03092946189048445,,0.0,0.0,,,951.0,,588.0,0.0,-100.0,-100.0,,,Consumer Discretionary,"Hero MotoCorp Ltd
",Consumer Discretionary,Two Wheelers,2024,0.03423922255494661,True,6.870906150291889,Automobiles,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,77.22772277227723,46.53465346534654,50,50,50,48.94562901668318,False,True,100.0,50.0,100.0,100.0,57.14285714285714,100.0,87.61904761904763,7.0
HINDUNILVR,Sep 2024,,,0.0,0.03251536158815188,,0.0,0.0,,,216.0,,1651.0,0.0,-100.0,-100.0,,,Consumer Staples,"Hindustan Unilever Ltd
",Consumer Staples,FMCG,2024,0.02897418876176344,False,9.589435897156351,FMCG,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,76.23762376237624,46.53465346534654,50,50,50,48.84661911569308,False,True,100.0,50.0,100.0,100.0,71.42857142857143,100.0,89.52380952380952,7.0
DMART,Sep 2024,,,0.0,0.03540570066540868,,0.0,0.0,,,309.0,,713.0,0.0,-100.0,-100.0,,,Consumer Discretionary,Avenue Supermarts Ltd,Consumer Discretionary,Retail,2024,0.03166114022890148,False,28.132551951927297,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,75.24752475247524,46.53465346534654,50,50,50,48.747609214702976,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
SUNPHARMA,Sep 2024,,,0.0,0.03721334008536497,,0.0,0.0,,,288.0,,2572.0,0.0,-100.0,-100.0,,,Healthcare,Sun Pharmaceuticals Industries Ltd,Healthcare,Pharmaceuticals,2024,0.051423814535002436,True,13.126755589483485,Pharmaceuticals,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,74.25742574257426,46.53465346534654,50,50,50,48.64859931371288,False,True,100.0,50.0,100.0,100.0,40.0,100.0,85.33333333333333,5.0
HAVELLS,Sep 2024,,,0.0,0.042596869386707724,,0.0,0.0,,,124.0,,332.0,0.0,-100.0,-100.0,,,Industrials,Havells India Ltd,Industrials,Consumer Electricals,2024,0.040687525177924,False,21.14089015706202,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,73.26732673267327,46.53465346534654,50,50,50,48.54958941272278,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
DLF,Sep 2024,,,0.0,0.1066447908121411,,0.0,0.0,,,163.0,,4290.0,0.0,-100.0,,,,Real Estate,DLF Ltd,Real Estate,Real Estate,2024,0.12259389820192235,True,5.883921200220743,,,42.857142857142854,50,,41.91919191919192,,61.386138613861384,46.53465346534654,50,50,50,48.508529424371005,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
PIDILITIND,Sep 2024,,,0.0,0.043488238668961565,,0.0,0.0,,,171.0,,379.0,0.0,-100.0,-100.0,,,Materials,Pidilite Industries Ltd,Materials,Specialty Chemicals,2024,0.04543832520518616,True,19.2998469335665,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,72.27722772277228,46.53465346534654,50,50,50,48.45057951173268,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
HDFCLIFE,Sep 2024,,,0.0,0.06088182517303256,,0.0,0.0,,,73.0,,950.0,0.0,-100.0,-100.0,,,Financials,HDFC Life Insurance Company Ltd,Financials,Life Insurance,2024,0.06477567162143734,True,12.366704821498665,Life Insurance,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,70.29702970297029,46.53465346534654,50,50,50,48.25255970975248,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,4.0
TECHM,Sep 2024,,,0.0,0.07694925508583529,,0.0,0.0,,,270.0,,2035.0,0.0,-100.0,-100.0,,,Information Technology,Tech Mahindra Ltd,Information Technology,IT Services,2024,0.07694925508583529,False,11.160091311747644,IT Services,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,68.31683168316832,46.53465346534654,50,50,50,48.05453990777229,False,True,100.0,50.0,100.0,100.0,80.0,100.0,90.66666666666667,5.0
SHREECEM,Sep 2024,,,0.0,0.08055941376502708,,0.0,0.0,,,5787.0,,1682.0,0.0,-100.0,-100.0,,,Materials,Shree Cement Ltd,Materials,Cement,2024,0.07998840747717723,False,14.809971802418321,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,67.32673267326732,46.53465346534654,50,50,50,47.95553000678218,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
COALINDIA,Sep 2024,,,0.0,0.0812499350291589,,0.0,0.0,,,156.0,,7816.0,0.0,-100.0,-100.0,,,Materials,Coal India Ltd,Materials,Mining & Metals,2024,0.0788468512027076,False,16.493956528516662,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,66.33663366336633,46.53465346534654,50,50,50,47.856520105792086,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
HCLTECH,Sep 2024,,,0.0,0.08407985480943739,,0.0,0.0,,,254.0,,5791.0,0.0,-100.0,-100.0,,,Information Technology,HCL Technologies Ltd,Information Technology,IT Services,2024,0.08435023365512796,True,13.396477329776978,IT Services,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,65.34653465346535,46.53465346534654,50,50,50,47.75751020480199,False,True,100.0,50.0,100.0,100.0,60.0,100.0,88.0,5.0
TCS,Sep 2024,,,0.0,0.08912754322873047,,0.0,0.0,,,281.0,,9046.0,0.0,-100.0,-100.0,,,Information Technology,Tata Consultancy Services Ltd,Information Technology,IT Services,2024,0.0886406082507266,False,13.632864555506409,IT Services,True,42.857142857142854,50,,41.91919191919192,42.35294117647059,64.35643564356435,46.53465346534654,50,50,50,47.658500303811884,False,True,100.0,50.0,100.0,100.0,40.0,100.0,85.33333333333333,5.0
NESTLEIND,Sep 2024,,,0.0,0.09273182957393483,,0.0,0.0,,,41.0,,370.0,0.0,-100.0,-100.0,,,Consumer Staples,Nestle India Ltd,Consumer Staples,Food Products,2024,0.10329341317365268,True,18.282008662499027,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,63.366336633663366,46.53465346534654,50,50,50,47.55949040282179,False,True,100.0,50.0,100.0,100.0,57.14285714285714,100.0,87.61904761904763,7.0
INFY,Sep 2024,,,0.0,0.09732155687960824,,0.0,0.0,,,218.0,,8804.0,0.0,-100.0,-100.0,,,Information Technology,Infosys Ltd,Information Technology,IT Services,2024,0.09486358890553362,False,15.216500798806365,IT Services,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,62.37623762376238,46.53465346534654,50,50,50,47.46048050183169,False,True,100.0,50.0,100.0,100.0,19.999999999999996,100.0,82.66666666666667,5.0
JINDALSTEL,Sep 2024,,,0.0,0.3647155742379755,,0.0,0.0,,,464.0,,17266.0,0.0,-100.0,,,,Materials,Jindal Steel & Power Ltd,Materials,Steel,2024,0.3716941962270963,True,13.346256701428505,Steel,False,42.857142857142854,50,,41.91919191919192,,49.504950495049506,46.53465346534654,50,50,50,47.320410612489816,False,True,100.0,50.0,100.0,50.0,75.0,100.0,80.0,4.0
LT,Sep 2024,,,0.0,0.11036773428232503,,0.0,0.0,,,635.0,,2326.0,0.0,-100.0,-100.0,,,Industrials,Larsen & Toubro Ltd,Industrials,Engineering & Construction,2024,0.10345688880007993,False,17.592821624288746,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,59.900990099009896,46.53465346534654,50,50,50,47.21295574935644,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
LTIM,Sep 2024,,,0.0,0.11036773428232503,,0.0,0.0,,,711.0,,2326.0,0.0,-100.0,-100.0,,,Information Technology,LTIMindtree Ltd,Information Technology,IT Services,2024,0.10345688880007993,False,42.13101535214459,IT Services,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,59.900990099009896,46.53465346534654,50,50,50,47.21295574935644,False,True,100.0,50.0,100.0,100.0,0.0,100.0,80.0,5.0
BHEL,Sep 2024,,,0.0,0.3772056696557709,,0.0,0.0,,,70.0,,9128.0,0.0,-100.0,,,,Industrials,"Bharat Heavy Electricals Limited
",Industrials,Capital Goods,2024,0.3623864473361159,False,11.343850250620191,,,42.857142857142854,50,,41.91919191919192,,47.524752475247524,46.53465346534654,50,50,50,47.122390810509614,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
ASIANPAINT,Sep 2024,,,0.0,0.13959165557035064,,0.0,0.0,,,188.0,,2516.0,0.0,-100.0,-100.0,,,Materials,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Paints & Coatings,2024,0.13959165557035064,False,17.801037676951047,,,42.857142857142854,50,,41.91919191919192,42.35294117647059,58.41584158415842,46.53465346534654,50,50,50,47.06444089787129,False,True,50.0,50.0,50.0,50.0,50.0,50.0,50.0,
TATACONSUM,Sep 2024,,,0.0,0.15445327200501774,,0.0,0.0,,,193.0,,2955.0,0.0,-100.0,-100.0,,,Consumer Staples,Tata Consumer Products Ltd,Consumer Staples,Food & Beverages,2024,0.21654107242947,True,9.436125385661253,FMCG,False,42.857142857142854,50,,41.91919191919192,42.35294117647059,57.425742574257434,46.53465346534654,50,50,50,46.965430996881196,False,True,100.0,50.0,100.0,100.0,42.85714285714286,100.0,85.71428571428571,7.0
